10 & -1.57751 & -0.640193 & 0.442244 & 0.862346 & 1.13519 & 1.33955 & 3.35808 \\
100 & -0.922724 & -0.932575 & -0.975505 & -1.0641 & -1.26443 & -2.23825 & 1.41663 \\
1000 & -0.919542 & -0.919639 & -0.92003 & -0.920683 & -0.9216 & -0.922782 & -2.43711 \\
