10 & -0.153129 & 0.690821 & 1.34894 & 1.71137 & 1.96484 & 2.16032 & 4.16326 \\
100 & -0.649211 & -0.684726 & -0.906906 & -0.927603 & -0.381454 & -0.0261586 & 2.23493 \\
1000 & -0.638443 & -0.638769 & -0.640077 & -0.642271 & -0.645372 & -0.649412 & -0.0134 \\
